amount,merchant_type,location,time_of_day,fraud
63.06,fashion,TX,night,0
3.09,fashion,FL,night,1
20.37,electronics,TX,morning,0
151.04,fashion,FL,afternoon,0
129.08,travel,FL,evening,0
3.3,fashion,NY,night,0
30.12,grocery,CA,evening,0
31.53,travel,FL,morning,0
133.73,electronics,CA,evening,0
2.39,electronics,CA,night,0
13.19,fashion,CA,night,0
193.08,travel,FL,night,1
23.6,electronics,CA,afternoon,0
126.92,electronics,FL,evening,0
32.65,travel,NY,afternoon,0
12.57,travel,FL,night,1
33.43,electronics,TX,night,0
153.73,fashion,NY,morning,0
232.3,fashion,CA,morning,0
212.79,fashion,CA,night,0
60.74,grocery,TX,afternoon,0
132.35,travel,NY,afternoon,0
27.53,electronics,TX,night,0
41.63,grocery,CA,evening,0
271.99,fashion,FL,afternoon,0
1.57,grocery,CA,night,0
10.73,electronics,TX,morning,0
27.97,electronics,FL,night,1
3.23,travel,FL,afternoon,0
24.02,fashion,CA,night,0
104.97,fashion,FL,evening,0
65.66,grocery,NY,evening,0
267.82,fashion,CA,afternoon,0
204.08,grocery,CA,night,0
50.19,electronics,NY,evening,0
36.04,electronics,CA,evening,0
57.3,electronics,TX,morning,0
107.08,electronics,TX,afternoon,0
37.45,electronics,CA,morning,0
117.43,grocery,NY,morning,0
63.2,electronics,FL,evening,0
96.37,grocery,NY,night,0
68.75,electronics,TX,morning,0
41.86,grocery,CA,afternoon,0
355.83,grocery,NY,afternoon,0
173.07,grocery,FL,night,1
18.11,fashion,FL,afternoon,0
243.42,grocery,FL,morning,0
80.2,grocery,FL,night,1
269.94,electronics,NY,afternoon,0
193.05,grocery,FL,afternoon,0
66.45,grocery,TX,morning,0
2.73,travel,FL,morning,0
37.55,fashion,TX,morning,0
93.61,travel,NY,morning,0
120.44,electronics,TX,night,0
35.79,fashion,NY,night,0
18.01,fashion,FL,night,1
216.17,travel,CA,evening,0
499.27,fashion,TX,morning,0
89.51,travel,TX,morning,0
22.6,grocery,CA,night,0
38.15,travel,NY,afternoon,0
2.23,fashion,NY,afternoon,0
294.83,fashion,FL,morning,0
15.03,electronics,TX,morning,0
103.11,electronics,NY,night,0
38.43,electronics,FL,morning,0
96.94,electronics,NY,afternoon,0
126.47,fashion,CA,afternoon,0
212.45,electronics,CA,morning,0
27.74,travel,CA,night,0
1.33,grocery,FL,night,1
17.66,fashion,TX,afternoon,0
276.33,electronics,CA,night,0
248.47,fashion,CA,afternoon,0
109.18,electronics,NY,morning,0
110.11,fashion,CA,afternoon,0
131.25,electronics,TX,morning,0
23.14,grocery,FL,night,1
294.99,electronics,CA,evening,0
65.11,travel,FL,evening,0
57.97,fashion,FL,evening,0
87.81,fashion,TX,afternoon,0
5.77,travel,NY,evening,0
21.82,travel,NY,afternoon,0
160.74,grocery,FL,night,1
10.37,fashion,CA,morning,0
110.9,grocery,FL,evening,0
33.78,fashion,NY,afternoon,0
59.18,fashion,CA,night,0
40.88,grocery,NY,night,0
52.75,fashion,TX,evening,0
152.35,fashion,NY,night,0
42.31,grocery,CA,night,0
100.28,electronics,CA,night,0
77.56,grocery,FL,afternoon,0
130.76,fashion,CA,night,0
331.43,travel,TX,night,0
158.27,electronics,NY,night,0
29.04,travel,FL,night,1
3.8,electronics,FL,night,1
36.5,travel,CA,afternoon,0
108.49,electronics,TX,night,0
6.34,grocery,FL,night,1
82.31,electronics,TX,morning,0
109.01,electronics,TX,night,0
48.82,electronics,NY,night,0
176.84,fashion,NY,afternoon,0
13.53,travel,NY,night,0
9.37,grocery,TX,afternoon,0
156.32,travel,NY,evening,0
82.1,travel,FL,night,1
139.93,grocery,FL,morning,0
68.47,fashion,CA,afternoon,0
33.95,electronics,TX,evening,0
205.18,fashion,NY,morning,0
192.78,fashion,FL,afternoon,0
142.37,electronics,TX,evening,0
38.12,travel,TX,morning,0
107.06,electronics,NY,night,0
53.74,grocery,TX,morning,0
11.53,electronics,NY,morning,0
299.12,travel,NY,morning,0
17.66,fashion,NY,afternoon,0
360.06,fashion,TX,night,0
70.87,electronics,TX,night,0
24.57,grocery,NY,afternoon,0
93.68,travel,TX,morning,0
247.58,fashion,NY,night,0
158.11,electronics,CA,morning,0
197.14,grocery,TX,night,0
129.03,grocery,TX,afternoon,0
141.43,fashion,CA,evening,0
227.01,fashion,CA,morning,0
34.47,travel,CA,night,0
80.67,grocery,NY,night,0
30.0,travel,NY,night,0
527.47,grocery,FL,afternoon,0
346.02,grocery,CA,afternoon,0
4.83,electronics,FL,evening,0
146.73,fashion,NY,afternoon,0
311.23,grocery,TX,morning,0
23.9,travel,CA,afternoon,0
100.7,fashion,TX,night,0
296.5,travel,NY,morning,0
4.14,fashion,CA,afternoon,0
143.45,fashion,FL,morning,0
42.35,grocery,FL,morning,0
309.87,electronics,NY,afternoon,0
425.1,grocery,TX,morning,0
346.46,fashion,NY,night,0
77.14,grocery,TX,night,0
237.7,grocery,NY,afternoon,0
223.37,fashion,FL,afternoon,0
46.12,fashion,TX,night,0
211.87,grocery,NY,afternoon,0
4.53,grocery,CA,night,0
108.84,grocery,FL,morning,0
31.37,travel,FL,afternoon,0
15.42,grocery,CA,evening,0
9.61,travel,NY,night,0
143.0,electronics,TX,night,0
49.84,travel,FL,morning,0
154.82,grocery,NY,evening,0
8.11,electronics,CA,evening,0
45.45,travel,TX,evening,0
93.05,travel,NY,night,0
187.69,fashion,NY,night,0
46.06,electronics,FL,evening,0
117.99,fashion,FL,afternoon,0
260.56,electronics,TX,evening,0
114.81,travel,NY,morning,0
31.83,fashion,CA,evening,0
2.96,grocery,CA,evening,0
244.92,travel,TX,evening,0
2.58,electronics,NY,afternoon,0
249.25,electronics,FL,evening,0
90.33,fashion,NY,evening,0
335.76,fashion,FL,night,1
192.4,electronics,CA,evening,0
741.86,travel,TX,morning,0
51.83,fashion,TX,night,0
174.9,grocery,TX,afternoon,0
61.69,electronics,FL,night,1
78.44,grocery,CA,afternoon,0
118.5,electronics,CA,afternoon,0
248.27,grocery,TX,morning,0
496.85,travel,TX,evening,0
175.46,electronics,FL,morning,0
64.91,travel,FL,night,1
65.65,fashion,NY,afternoon,0
160.54,electronics,FL,night,1
32.74,travel,NY,afternoon,0
14.05,grocery,TX,night,0
52.55,travel,CA,afternoon,0
40.63,electronics,FL,morning,0
42.17,travel,CA,afternoon,0
31.93,grocery,FL,evening,0
5.16,grocery,FL,morning,0
2.16,grocery,NY,evening,0
528.0,fashion,FL,night,1
66.99,electronics,TX,night,0
58.2,grocery,CA,afternoon,0
136.6,fashion,FL,afternoon,0
29.55,grocery,CA,night,0
359.39,travel,CA,morning,0
185.21,electronics,CA,evening,0
11.24,travel,FL,night,1
64.87,fashion,NY,morning,0
253.55,travel,CA,evening,0
347.47,travel,CA,afternoon,0
75.6,grocery,FL,morning,0
114.05,travel,FL,morning,0
21.93,grocery,TX,night,0
567.53,grocery,TX,evening,0
31.62,electronics,NY,night,0
343.2,fashion,NY,afternoon,0
125.86,fashion,NY,afternoon,0
112.3,fashion,NY,evening,0
86.26,grocery,CA,evening,0
31.47,fashion,FL,evening,0
23.31,grocery,TX,night,0
29.89,electronics,CA,evening,0
24.76,fashion,FL,evening,0
181.47,grocery,FL,night,1
51.72,fashion,CA,afternoon,0
7.15,fashion,CA,afternoon,0
417.25,electronics,TX,morning,0
258.28,travel,NY,afternoon,0
315.32,fashion,NY,evening,0
633.61,electronics,TX,afternoon,1
22.92,fashion,TX,night,0
60.55,fashion,NY,afternoon,0
170.38,fashion,CA,afternoon,0
142.9,fashion,NY,morning,0
20.05,travel,FL,morning,0
203.03,travel,FL,evening,0
30.5,fashion,TX,night,0
30.4,fashion,NY,evening,0
92.4,electronics,NY,night,0
107.86,electronics,FL,night,1
104.12,grocery,NY,morning,0
11.51,travel,TX,afternoon,0
251.92,fashion,TX,afternoon,0
37.04,travel,FL,morning,0
16.64,electronics,NY,evening,0
263.51,travel,NY,afternoon,0
373.88,travel,FL,evening,0
237.77,fashion,CA,afternoon,0
198.98,fashion,CA,evening,0
127.79,electronics,NY,night,0
96.05,fashion,TX,night,0
10.92,electronics,CA,afternoon,0
63.0,electronics,NY,evening,0
55.96,grocery,CA,evening,0
36.09,grocery,FL,night,1
154.23,grocery,CA,evening,0
82.19,travel,CA,morning,0
10.14,grocery,FL,evening,0
29.84,fashion,TX,night,0
137.96,fashion,NY,morning,0
9.5,grocery,TX,morning,0
228.62,travel,TX,evening,0
82.02,electronics,CA,night,0
78.61,travel,NY,night,0
107.7,travel,CA,night,0
208.94,electronics,FL,morning,0
51.29,electronics,TX,night,0
135.99,electronics,TX,morning,0
100.09,fashion,FL,morning,0
37.28,electronics,NY,afternoon,0
253.07,electronics,TX,evening,0
191.6,travel,TX,night,0
128.91,travel,NY,morning,0
228.12,grocery,CA,evening,0
242.35,travel,FL,morning,0
147.87,electronics,NY,evening,0
217.69,fashion,FL,morning,0
143.47,travel,FL,night,1
136.78,travel,TX,afternoon,0
115.67,electronics,NY,afternoon,0
167.67,travel,FL,afternoon,0
20.72,travel,CA,morning,0
255.31,electronics,FL,evening,0
246.54,travel,TX,night,0
3.56,fashion,CA,night,0
209.72,grocery,CA,morning,0
16.56,travel,NY,afternoon,0
48.98,fashion,CA,morning,0
163.28,travel,NY,evening,0
21.03,grocery,NY,afternoon,0
204.43,electronics,CA,morning,0
214.15,grocery,NY,evening,0
84.98,travel,NY,afternoon,0
0.77,grocery,CA,night,0
40.6,grocery,TX,evening,0
115.14,electronics,FL,night,1
476.78,travel,NY,evening,0
119.9,grocery,NY,afternoon,0
36.1,grocery,CA,morning,0
120.62,electronics,FL,morning,0
93.18,fashion,FL,morning,0
181.61,travel,NY,morning,0
13.58,fashion,CA,evening,0
171.77,fashion,TX,morning,0
93.51,electronics,FL,morning,0
395.59,electronics,TX,evening,0
50.2,travel,CA,evening,0
120.16,fashion,TX,afternoon,0
322.64,grocery,CA,evening,0
12.98,fashion,NY,night,0
332.19,electronics,TX,afternoon,0
139.73,grocery,NY,afternoon,0
8.43,grocery,NY,morning,0
42.97,electronics,CA,morning,0
147.79,grocery,TX,night,0
8.37,fashion,FL,morning,0
104.72,electronics,TX,evening,0
50.94,travel,FL,evening,0
116.4,electronics,NY,morning,0
5.62,travel,NY,morning,0
246.25,travel,CA,evening,0
435.62,electronics,FL,afternoon,0
416.38,electronics,TX,night,0
166.19,travel,CA,night,0
16.72,travel,CA,afternoon,0
170.39,grocery,CA,night,0
2.99,electronics,TX,morning,0
2.68,electronics,CA,morning,0
46.92,grocery,TX,morning,0
80.48,electronics,CA,night,0
176.57,grocery,FL,afternoon,0
137.97,grocery,NY,morning,0
70.85,electronics,FL,afternoon,0
38.36,fashion,FL,evening,0
702.18,travel,CA,evening,0
66.65,electronics,FL,evening,0
72.04,fashion,FL,night,1
21.44,grocery,FL,night,1
190.06,fashion,CA,morning,0
141.98,electronics,TX,evening,0
29.93,electronics,NY,afternoon,0
10.32,fashion,NY,night,0
136.92,electronics,TX,afternoon,0
127.54,travel,TX,afternoon,0
38.3,fashion,FL,morning,0
361.58,grocery,NY,morning,0
19.65,fashion,TX,afternoon,0
67.95,fashion,FL,afternoon,0
345.07,fashion,NY,afternoon,0
65.31,fashion,CA,afternoon,0
122.11,grocery,CA,evening,0
60.82,grocery,NY,afternoon,0
38.46,grocery,NY,night,0
496.05,fashion,CA,morning,0
63.18,travel,CA,night,0
269.43,travel,NY,morning,0
31.36,grocery,FL,morning,0
28.76,travel,TX,morning,0
3.8,travel,TX,night,0
126.55,travel,NY,morning,0
55.16,travel,TX,afternoon,0
239.73,travel,CA,afternoon,0
76.91,electronics,CA,evening,0
413.77,grocery,TX,evening,0
24.63,fashion,NY,evening,0
243.56,travel,CA,afternoon,0
179.85,electronics,FL,night,1
176.84,fashion,FL,evening,0
223.55,electronics,CA,afternoon,0
171.77,travel,CA,morning,0
118.09,travel,TX,night,0
16.88,travel,NY,night,0
3.97,travel,TX,afternoon,0
304.37,fashion,NY,afternoon,0
115.06,fashion,FL,morning,0
191.07,electronics,FL,morning,0
78.82,grocery,NY,morning,0
14.97,travel,TX,night,0
16.05,electronics,CA,night,0
138.84,electronics,NY,evening,0
67.52,electronics,TX,evening,0
26.86,travel,FL,evening,0
81.18,travel,CA,night,0
7.96,electronics,FL,morning,0
104.66,travel,NY,evening,0
37.6,electronics,FL,morning,0
191.68,fashion,FL,morning,0
44.59,travel,NY,morning,0
72.88,fashion,CA,evening,0
1.4,grocery,NY,evening,0
9.02,travel,TX,morning,0
59.81,grocery,NY,evening,0
78.46,electronics,NY,afternoon,0
109.96,travel,CA,evening,0
41.38,travel,TX,morning,0
142.49,travel,FL,morning,0
236.04,grocery,FL,night,1
181.61,grocery,FL,night,1
4.85,electronics,FL,morning,0
78.59,fashion,CA,afternoon,0
13.3,fashion,TX,night,0
33.26,grocery,CA,morning,0
518.06,travel,NY,night,0
18.45,fashion,TX,night,0
82.91,fashion,TX,morning,0
115.53,grocery,FL,evening,0
145.47,electronics,FL,afternoon,0
98.42,grocery,FL,evening,0
1.18,grocery,FL,morning,0
47.43,travel,NY,morning,0
87.51,grocery,FL,afternoon,0
11.04,travel,CA,morning,0
51.81,electronics,TX,night,0
4.05,travel,NY,afternoon,0
9.82,electronics,NY,evening,0
60.69,electronics,TX,afternoon,0
17.09,electronics,TX,evening,0
100.59,grocery,TX,morning,0
140.34,travel,NY,evening,0
193.49,fashion,CA,evening,0
26.8,grocery,CA,evening,0
22.0,electronics,TX,afternoon,0
13.25,fashion,NY,night,0
121.41,grocery,FL,evening,0
147.1,fashion,NY,afternoon,0
3.85,electronics,TX,afternoon,0
330.26,fashion,NY,night,0
6.4,fashion,NY,afternoon,0
93.52,electronics,NY,morning,0
148.16,fashion,FL,morning,0
245.72,grocery,TX,morning,0
150.25,fashion,TX,night,0
194.17,travel,TX,afternoon,0
49.76,grocery,CA,morning,0
202.37,fashion,CA,evening,0
10.02,travel,TX,afternoon,0
270.25,travel,NY,morning,0
95.18,travel,NY,afternoon,0
203.99,fashion,TX,morning,0
72.25,electronics,FL,evening,0
123.8,travel,FL,afternoon,0
89.69,electronics,NY,morning,0
157.83,grocery,NY,morning,0
10.22,electronics,CA,evening,0
7.47,electronics,FL,evening,0
34.06,electronics,NY,morning,0
20.86,electronics,NY,morning,0
246.48,electronics,TX,night,0
29.69,grocery,CA,night,0
446.89,grocery,FL,afternoon,0
49.3,electronics,FL,afternoon,0
24.12,electronics,CA,night,0
187.11,travel,NY,morning,0
129.0,grocery,FL,evening,0
82.75,fashion,FL,afternoon,0
97.26,grocery,FL,morning,0
152.41,fashion,TX,evening,0
31.12,travel,CA,evening,0
673.04,electronics,FL,morning,1
441.68,travel,CA,morning,0
126.09,electronics,NY,afternoon,0
26.71,grocery,CA,night,0
136.82,electronics,TX,morning,0
8.99,fashion,TX,night,0
3.74,fashion,CA,afternoon,0
35.76,travel,TX,night,0
74.53,grocery,FL,night,1
243.24,fashion,TX,evening,0
155.87,travel,NY,afternoon,0
162.9,grocery,CA,morning,0
66.51,grocery,CA,night,0
50.95,travel,NY,afternoon,0
55.64,fashion,NY,evening,0
527.29,fashion,NY,evening,0
4.91,travel,NY,night,0
242.12,fashion,FL,night,1
103.72,travel,TX,morning,0
69.28,fashion,TX,afternoon,0
155.03,fashion,FL,morning,0
80.02,travel,NY,morning,0
248.03,travel,CA,evening,0
277.16,fashion,CA,afternoon,0
65.72,travel,CA,morning,0
38.89,fashion,NY,evening,0
107.68,electronics,FL,night,1
292.15,grocery,FL,morning,0
28.39,grocery,FL,night,1
117.05,fashion,TX,afternoon,0
119.82,grocery,TX,morning,0
158.51,fashion,TX,night,0
16.93,travel,TX,night,0
150.98,electronics,CA,afternoon,0
287.67,grocery,CA,evening,0
23.77,grocery,FL,evening,0
32.55,travel,TX,morning,0
426.5,electronics,FL,night,1
23.96,electronics,NY,evening,0
231.21,electronics,TX,morning,0
81.34,travel,TX,night,0
34.08,grocery,FL,morning,0
245.52,grocery,FL,afternoon,0
70.72,electronics,NY,morning,0
86.79,travel,FL,afternoon,0
53.41,travel,TX,night,0
107.86,travel,CA,night,0
21.43,electronics,NY,night,0
59.53,travel,NY,morning,0
418.46,electronics,TX,night,0
35.83,electronics,CA,night,0
128.31,electronics,FL,afternoon,0
47.2,fashion,FL,night,1
178.19,electronics,CA,night,0
16.83,travel,CA,night,0
420.07,fashion,TX,evening,0
72.57,grocery,FL,night,1
32.31,grocery,TX,morning,0
9.16,travel,FL,afternoon,0
22.32,travel,FL,night,1
88.02,travel,CA,morning,0
49.32,travel,TX,afternoon,0
211.85,fashion,CA,afternoon,0
67.64,travel,TX,morning,0
34.32,electronics,FL,morning,0
115.21,grocery,NY,evening,0
147.22,travel,NY,evening,0
21.93,electronics,TX,night,0
22.02,travel,TX,evening,0
4.48,electronics,CA,morning,0
160.0,fashion,FL,evening,0
130.81,grocery,NY,afternoon,0
77.24,grocery,CA,morning,0
223.08,fashion,TX,night,0
196.58,electronics,FL,afternoon,0
105.64,travel,CA,afternoon,0
243.24,electronics,CA,afternoon,0
27.66,grocery,TX,morning,0
14.24,fashion,FL,morning,0
37.72,fashion,NY,night,0
7.05,electronics,CA,evening,0
90.9,electronics,TX,evening,0
331.01,fashion,CA,evening,0
4.82,grocery,TX,evening,0
15.63,travel,TX,afternoon,0
72.22,travel,TX,morning,0
325.95,electronics,FL,evening,0
45.6,fashion,NY,afternoon,0
84.93,fashion,FL,morning,0
5.1,fashion,NY,morning,0
19.27,grocery,TX,morning,0
517.77,electronics,NY,afternoon,1
402.7,electronics,FL,evening,0
0.59,electronics,CA,morning,0
363.92,grocery,FL,afternoon,0
122.31,electronics,FL,morning,0
242.92,travel,FL,night,1
72.78,electronics,FL,night,1
86.98,electronics,FL,afternoon,0
80.53,electronics,NY,evening,0
131.9,grocery,NY,evening,0
18.05,travel,CA,morning,0
3.65,travel,FL,evening,0
44.17,fashion,FL,evening,0
146.36,fashion,CA,night,0
27.06,travel,CA,afternoon,0
134.29,electronics,TX,night,0
420.44,electronics,CA,afternoon,0
11.83,electronics,CA,morning,0
133.99,grocery,CA,night,0
70.38,electronics,TX,afternoon,0
243.12,grocery,NY,evening,0
23.4,travel,TX,afternoon,0
141.56,electronics,NY,evening,0
218.5,electronics,CA,morning,0
347.21,fashion,TX,evening,0
137.96,travel,TX,afternoon,0
82.5,electronics,NY,night,0
115.43,grocery,TX,afternoon,0
243.82,travel,TX,night,0
101.45,fashion,FL,afternoon,0
3.7,travel,NY,afternoon,0
320.75,grocery,TX,morning,0
140.36,fashion,TX,evening,0
135.43,grocery,CA,afternoon,0
29.15,travel,FL,night,1
129.06,fashion,FL,evening,0
60.08,grocery,CA,morning,0
126.4,travel,CA,evening,0
13.53,grocery,CA,afternoon,0
128.7,electronics,CA,night,0
893.01,travel,FL,night,1
5.93,fashion,TX,evening,0
453.58,fashion,TX,night,0
62.69,electronics,CA,afternoon,0
245.52,grocery,NY,night,0
183.0,grocery,CA,night,0
100.45,fashion,TX,night,0
160.94,grocery,NY,afternoon,0
252.96,travel,CA,morning,0
62.13,travel,NY,night,0
47.53,fashion,CA,morning,0
132.17,travel,FL,evening,0
197.93,fashion,TX,evening,0
172.4,grocery,CA,afternoon,0
191.83,grocery,NY,afternoon,0
68.64,grocery,TX,afternoon,0
204.34,electronics,CA,afternoon,0
15.37,fashion,CA,morning,0
94.36,travel,CA,afternoon,0
0.69,grocery,CA,morning,0
47.09,electronics,FL,night,1
54.77,travel,TX,night,0
60.54,travel,FL,evening,0
142.68,travel,TX,evening,0
59.03,grocery,CA,morning,0
71.46,travel,TX,afternoon,0
32.55,fashion,NY,evening,0
56.07,electronics,TX,morning,0
30.94,travel,NY,evening,0
9.12,travel,NY,afternoon,0
110.99,fashion,FL,morning,0
132.39,travel,TX,evening,0
115.95,grocery,CA,afternoon,0
74.72,grocery,TX,morning,0
57.32,grocery,FL,morning,0
238.83,travel,NY,morning,0
87.85,electronics,NY,night,0
78.28,electronics,FL,morning,0
3.12,travel,FL,evening,0
50.09,electronics,TX,morning,0
57.4,electronics,NY,morning,0
61.06,travel,FL,morning,0
104.15,grocery,TX,morning,0
91.53,travel,TX,morning,0
112.35,grocery,CA,night,0
173.72,grocery,NY,afternoon,0
201.19,electronics,TX,night,0
151.95,electronics,FL,evening,0
373.54,grocery,NY,afternoon,0
2.21,grocery,FL,evening,0
26.15,electronics,FL,morning,0
0.91,fashion,TX,evening,0
125.12,grocery,TX,night,0
273.97,grocery,CA,night,0
33.48,grocery,FL,morning,0
314.13,electronics,TX,morning,0
7.46,travel,CA,afternoon,0
326.97,grocery,NY,night,0
51.99,grocery,CA,night,0
12.83,grocery,CA,afternoon,0
79.83,travel,FL,night,1
35.61,travel,NY,afternoon,0
40.24,grocery,FL,night,1
44.06,grocery,FL,evening,0
194.96,fashion,CA,evening,0
92.96,travel,CA,afternoon,0
44.76,fashion,TX,afternoon,0
113.1,grocery,CA,morning,0
151.12,grocery,TX,night,0
38.2,grocery,FL,evening,0
64.04,grocery,CA,morning,0
15.6,electronics,NY,night,0
23.98,electronics,NY,evening,0
137.15,electronics,FL,night,1
24.02,fashion,FL,afternoon,0
89.37,travel,CA,evening,0
148.15,grocery,TX,evening,0
13.56,travel,CA,morning,0
100.53,electronics,TX,night,0
35.58,grocery,CA,afternoon,0
395.38,grocery,NY,afternoon,0
79.29,fashion,NY,night,0
196.78,travel,TX,night,0
95.88,fashion,CA,afternoon,0
5.33,electronics,FL,night,1
120.34,travel,TX,morning,0
362.9,electronics,NY,night,0
110.44,fashion,TX,morning,0
205.24,fashion,CA,morning,0
258.71,grocery,FL,night,1
31.06,travel,FL,evening,0
28.6,travel,TX,evening,0
113.3,grocery,CA,morning,0
63.53,travel,CA,night,0
219.81,electronics,FL,morning,0
276.34,electronics,NY,night,0
52.33,fashion,CA,night,0
32.44,electronics,FL,afternoon,0
181.98,travel,FL,evening,0
38.56,grocery,CA,evening,0
207.53,fashion,CA,afternoon,0
66.14,grocery,TX,afternoon,0
132.15,fashion,NY,afternoon,0
12.05,fashion,TX,morning,0
117.34,grocery,TX,morning,0
72.13,electronics,FL,morning,0
106.0,electronics,FL,morning,0
22.07,electronics,NY,morning,0
160.21,electronics,TX,evening,0
238.36,grocery,TX,evening,0
29.31,travel,FL,night,1
12.07,fashion,FL,evening,0
2.87,grocery,CA,afternoon,0
123.26,electronics,TX,evening,0
112.1,electronics,NY,afternoon,0
94.94,grocery,TX,evening,0
31.67,fashion,FL,morning,0
59.49,grocery,CA,evening,0
108.31,grocery,TX,night,0
82.4,travel,NY,morning,0
528.62,grocery,FL,morning,0
17.6,travel,CA,night,0
142.55,fashion,TX,evening,0
62.17,grocery,NY,evening,0
67.08,grocery,FL,night,1
151.73,electronics,NY,morning,0
141.49,grocery,TX,night,0
568.73,electronics,FL,afternoon,1
16.49,electronics,TX,afternoon,0
13.19,electronics,CA,evening,0
154.63,fashion,TX,morning,0
103.64,travel,CA,afternoon,0
38.45,electronics,TX,night,0
9.93,grocery,NY,evening,0
10.75,grocery,NY,evening,0
269.53,electronics,FL,morning,0
25.56,electronics,NY,afternoon,0
46.88,grocery,NY,evening,0
30.84,electronics,CA,night,0
52.62,travel,NY,afternoon,0
8.63,travel,CA,evening,0
87.84,fashion,CA,evening,0
